gene_id	n_called	pct_UM	pct_gbM	pct_teM
CUFF_NC.995	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2237	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2257	927	83.49514563106796	16.396979503775622	0.10787486515641855
CUFF_NC.232	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.9866	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.1083	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10828	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.754	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10844	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2417	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.241	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2385	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.9753	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10879	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10876	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.737	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10747	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.726	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.7247	927	83.49514563106796	16.396979503775622	0.10787486515641855
CUFF_NC.723	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.7228	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10728	927	83.1715210355987	16.396979503775622	0.4314994606256742
CUFF_NC.7188	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10951	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10950	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.7172	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.7131	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10967	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.213	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2491	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2447	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2438	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.7083	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.7058	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.1100	927	83.49514563106796	16.396979503775622	0.10787486515641855
CUFF_NC.10990	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6989	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6978	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6974	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.11018	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6954	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6939	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6921	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2624	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2618	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2612	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.9657	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.9649	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6917	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6911	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6903	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6897	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10666	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6842	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6826	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6758	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.6732	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.10650	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.955	927	83.60302049622437	16.396979503775622	0.0
CUFF_NC.2071	927	83.60302049622437	16.396979503775622	0.0
